userId,movieId,rating,timestamp
353,1210,3.5,1137410870
475,110,4.0,1447414544
575,924,2.0,1018060119
119,356,3.0,952583089
243,1198,4.5,1094223871
102,1073,4.0,957896110
19,1270,5.0,855192178
312,344,1.0,959934241
472,5349,3.0,1023325980
30,1210,4.0,945294508
475,924,5.0,1447339191
311,1265,3.5,1062014571
509,586,3.0,1093299846
111,1036,4.0,1098374024
199,10,2.5,1214653475
472,1923,5.0,939071579
355,1200,5.0,1130103782
73,778,5.0,1255862403
384,5349,5.0,1153157895
388,1200,5.0,946509924
105,733,3.0,1100533457
73,318,5.0,1255502795
239,2858,5.0,991857828
19,733,3.0,855190128
544,47,5.0,1435790584
111,1265,3.0,1097431418
615,367,2.5,1425505038
150,1732,3.0,1140424835
111,1198,4.5,1097432308
294,8961,4.5,1112389713
575,587,2.0,1012596868
518,296,5.0,945443754
15,2028,3.0,997938784
460,2858,4.5,1072836700
577,5952,5.0,1111474857
648,4973,4.0,1140303296
615,4226,4.0,1408778628
577,2628,4.0,1111475472
664,1291,4.5,1343731996
285,1580,4.0,965088528
17,1270,4.5,1127469473
355,32,4.0,1130104575
73,293,5.0,1306826434
384,733,5.0,1153158234
547,858,4.0,1022958954
78,593,4.5,1274050748
77,1923,2.0,1163252812
134,1240,5.0,1361245348
212,1291,3.0,1218399488
380,3578,5.0,1038621571
17,608,3.5,1127469440
624,1136,5.0,1019130885
294,253,3.0,1082752922
232,260,5.0,955086726
481,1,4.0,1437000892
380,597,3.0,1151120242
574,1221,4.5,1232810479
243,1580,3.0,1094223987
505,597,3.5,1340407937
439,39,4.0,1041114896
358,595,5.0,957481358
388,1580,3.0,946520702
608,1732,4.0,939362529
430,2716,4.0,1111489023
353,377,1.5,1112268785
77,1704,3.0,1183844513
654,47,4.5,1145390374
574,153,2.0,1232810237
232,1580,5.0,955086826
247,316,4.0,953272304
306,231,5.0,939720101
247,527,5.0,953189299
529,260,4.0,959965370
199,2628,3.5,1214914653
654,586,4.5,1145391945
150,2716,2.0,1114306803
529,1682,4.0,959966115
624,457,4.0,1019142214
268,1073,4.0,1314894304
77,780,3.5,1163005369
187,1580,4.0,1228072725
664,589,4.5,1343746709
105,356,3.0,1086094614
505,1265,3.0,1340408479
580,1704,3.5,1155616457
509,593,4.0,939340179
77,4886,4.0,1163082640
220,367,4.0,970500819
285,2858,5.0,965088140
509,6539,4.0,1093277555
285,2997,5.0,965091761
73,1,5.0,1303464840
402,4306,2.5,1443394373
509,4963,2.0,1037842621
311,588,3.0,898008136
475,47,4.0,1447071828
460,6539,5.0,1072836403
353,356,3.5,1112268672
598,2628,4.0,1008657817
575,3114,5.0,1012593212
150,296,4.5,1113907407
388,2858,4.0,973839944
388,253,3.0,946531003
313,165,3.5,1105354615
262,357,2.5,1433945204
587,527,5.0,1111336613
17,1036,2.5,1127473110
564,110,1.0,974711555
382,6377,4.5,1371772666
480,1682,5.0,1272668661
574,1923,3.5,1232914700
596,597,3.5,1138658725
574,58559,4.0,1232809909
561,595,3.5,1172696436
285,364,3.0,965542813
452,377,4.0,976423883
268,4963,4.0,1314894804
195,2858,4.0,976288064
664,32,5.0,1343746766
407,32,4.0,962647111
213,357,1.0,1462638281
213,253,2.5,1462644085
624,858,5.0,1019124147
472,1073,5.0,939072329
564,253,5.0,974708959
294,1265,3.0,1048536409
472,2959,2.0,945502818
285,356,5.0,965092154
19,367,3.0,855194531
514,539,3.0,853896756
355,2762,4.5,1130104453
73,58559,5.0,1345798871
472,1196,4.5,1075915845
580,1073,3.5,1155484793
402,4963,4.0,1443394383
294,5952,4.0,1082753292
187,1923,3.5,1230417187
665,5952,5.0,1046967408
407,1732,2.0,962675802
461,480,5.0,1090907970
15,541,5.0,997938438
130,3114,4.0,1138997747
405,10,3.5,1097769358
537,736,3.0,879520902
294,3578,4.0,1047071073
17,2396,4.5,1127469563
355,1073,3.5,1130105701
73,586,3.5,1255608112
423,541,4.5,1353690537
574,356,4.5,1232821038
460,1036,4.5,1072836921
105,592,4.0,1086101860
311,924,3.0,1062015286
472,4973,4.0,1010960402
607,736,3.5,1144791139
358,367,3.0,957478845
130,480,3.0,1138999196
615,4993,3.5,1408778797
407,377,4.0,962647040
380,110,5.0,949368612
130,2716,4.0,1138998888
306,316,3.0,939716104
654,2571,5.0,1145390166
243,1240,3.0,1094223995
518,377,4.0,945362827
574,589,4.0,1232810207
15,2918,4.0,1054449710
509,34,3.0,939329179
463,377,3.0,1049922528
212,1270,3.0,1218403561
407,4226,5.0,985451994
242,2571,5.0,956684185
514,1214,5.0,853893882
292,500,3.5,1140051115
213,3578,2.0,1462640500
387,1196,4.0,974670914
460,5952,4.5,1072836378
165,587,3.0,1111482864
475,1200,4.0,1447269576
199,589,5.0,1240236360
353,58559,4.0,1218607414
268,924,4.5,1314889053
88,356,4.0,1239757626
452,357,4.0,976421969
596,1136,3.5,1138658711
384,7153,4.5,1153149657
242,377,5.0,956684268
130,541,4.0,1138997782
380,2762,5.0,949370886
380,39,3.0,949367778
505,8961,3.5,1340408152
607,260,4.5,1113319693
130,1682,3.0,1139002586
481,2628,3.0,1437001026
388,648,4.0,946520968
648,608,4.0,1279713124
472,8961,3.5,1156728747
468,5952,3.5,1296195838
292,595,4.0,1140049904
480,608,3.5,1272670006
102,1923,3.0,956600246
585,356,4.0,974607571
134,4886,3.0,1361244834
176,58559,3.0,1340714650
15,2858,4.0,997938310
575,357,2.0,1012593616
232,587,4.0,955090950
505,590,3.0,1340406756
472,318,5.0,947222673
468,1210,3.5,1296195535
262,1270,3.0,1433898794
30,587,2.0,945277405
312,539,3.0,959934045
23,780,3.5,1148673415
242,2396,5.0,956683785
472,7153,2.0,1075915476
48,541,4.0,1322719227
212,2858,4.0,1218399183
665,1097,5.0,992909039
268,1136,4.5,1314894297
577,780,3.5,1111475148
134,1270,4.0,1361245236
585,260,4.0,975364936
518,1193,3.0,945444158
134,10,4.0,1361245744
561,39,2.5,1172696829
580,592,3.5,1164328460
654,1704,4.0,1145390423
157,1097,3.0,1291598808
468,1213,4.0,1296195967
605,858,5.0,980177999
15,2628,2.5,1093028374
430,736,2.0,1172908580
212,1197,4.0,1218403816
199,593,4.5,1214912989
615,480,4.0,1425504991
460,1,4.5,1072836909
431,356,4.5,1165548284
547,296,5.0,981314122
472,3578,4.0,958949934
654,6539,4.5,1145390212
23,858,5.0,1148670263
48,3793,3.5,1410971832
111,150,4.0,1098045292
88,344,2.0,1239763845
380,1200,4.0,1115007263
130,590,4.0,1138998106
262,1089,3.0,1433937996
73,590,4.5,1255594321
150,344,3.5,1113907646
358,357,5.0,957479306
213,587,2.5,1462638380
212,3114,2.5,1218404018
313,6377,4.5,1105354172
176,5952,5.0,1340714904
73,1721,0.5,1256552857
598,2959,5.0,1008570538
607,380,4.5,1113319695
463,110,5.0,1049912928
353,4993,2.0,1111488838
213,39,2.0,1462638110
17,2858,4.5,1127469479
561,1617,4.0,1172734871
505,457,3.0,1340410047
134,1196,4.5,1361245293
460,2762,4.0,1072836640
388,2571,5.0,946520615
23,5349,2.0,1148670299
165,1198,4.0,1111482627
119,153,1.0,913232864
405,1270,5.0,1097698098
242,1221,5.0,956685336
505,593,3.0,1340408727
648,1923,3.0,1140221913
150,780,4.0,1114306687
292,1265,3.5,1140050076
431,1206,4.0,1165547779
402,2571,4.5,1443393603
105,380,3.5,1100529797
17,924,4.5,1127469594
232,377,4.0,955086786
423,4963,2.5,1353700399
388,39,3.0,946533260
19,32,3.0,855190091
564,377,2.0,974714838
15,316,3.0,1052896866
19,780,3.0,855190091
285,1213,5.0,965542530
150,2918,4.5,1114306156
78,500,4.0,1274050831
213,293,3.0,1462637525
624,586,3.0,1019126928
544,4963,4.5,1435790757
607,1036,4.0,1113319492
624,1704,4.0,1081171097
514,1240,4.0,853894384
452,2396,5.0,976421494
439,780,3.0,1041114526
388,4993,5.0,1044494397
577,367,3.0,1111475315
88,260,4.0,1239763727
463,2918,4.0,1049923830
587,1221,4.5,1111287930
187,1721,4.0,1228072729
534,2762,5.0,973440111
596,32,5.0,1138659546
574,318,5.0,1232914580
306,1214,3.0,956081610
577,380,4.5,1111475142
17,4963,4.0,1127469940
353,1136,3.5,1157498732
648,858,3.5,1138477822
105,377,3.0,1086094602
19,50,4.0,855192835
119,588,4.0,913048006
654,2716,4.5,1145389437
518,1732,2.0,945363786
105,153,3.0,1085581726
457,1073,3.0,1471383670
461,648,2.0,1090907899
119,480,4.0,913048721
73,733,3.0,1256029754
652,316,5.0,1439489896
382,4886,5.0,1371772669
247,1580,4.0,953271823
452,293,3.0,976423807
78,1270,4.5,1274050805
243,527,3.5,1094223526
561,1196,5.0,1172695167
402,1270,5.0,1443393596
461,1214,5.0,1090907842
128,1265,2.0,1049683548
624,1617,4.0,1019132316
119,597,4.0,913048605
262,4993,3.0,1433899020
654,780,4.0,1145391799
518,1197,5.0,945360964
388,10,2.0,946521781
463,50,5.0,1049913552
134,778,4.5,1361245287
575,1036,4.0,1012598183
355,588,3.0,1130105608
518,733,5.0,945367708
165,1923,3.5,1111482007
102,590,2.0,957894532
652,1265,4.0,1439583823
212,590,2.0,1218404771
313,1270,4.0,1105354661
134,293,5.0,1361245227
468,153,1.0,1296191749
574,7153,3.5,1232815953
165,3793,4.0,1111481856
232,1,3.0,955088635
547,1682,4.5,1053088101
243,2571,3.5,1094223957
460,293,4.0,1072836805
311,736,4.5,1062014373
213,608,2.0,1462640534
605,1213,3.0,980180616
452,1197,3.0,1002941820
313,150,3.5,1105354563
232,150,4.0,955092811
88,778,4.5,1239772824
574,2628,3.0,1232810080
212,586,2.5,1218403867
384,2628,4.0,1153325356
405,1291,4.5,1061363634
187,593,4.0,1228072631
102,2918,4.0,957895909
187,1,4.0,1228072644
56,1270,4.0,1473792749
15,4306,1.0,1033343955
150,1923,3.0,1113907434
30,608,5.0,945121703
23,597,3.0,1149868548
587,593,4.0,1112033425
268,4306,4.5,1314894322
598,2997,4.0,1008570396
306,593,4.0,939720907
402,150,4.5,1443394942
306,50,4.0,939716937
665,2396,2.0,1046967152
313,2028,4.0,1105354707
452,597,3.0,976422186
312,1097,3.0,959935483
19,165,3.0,855191227
580,6377,4.0,1155617745
15,587,1.0,1093028322
292,3793,4.0,1140049849
285,110,5.0,965093169
213,2571,4.0,1462633918
30,1732,3.0,945122710
648,377,2.0,1138477797
457,1198,2.0,1471386273
388,733,4.0,946520884
380,2628,3.0,950073667
514,32,4.0,853892832
130,367,2.5,1138999304
111,380,4.5,1097429708
607,4226,4.5,1113406117
195,1197,3.0,976288064
468,1221,4.0,1296195788
15,1196,5.0,997938438
481,3578,4.0,1437002209
353,8961,3.0,1113132650
358,344,1.0,957795265
88,2858,4.0,1239757873
564,1923,4.0,974832679
423,4993,3.0,1356120865
665,1682,4.0,995233543
564,1721,4.0,974715602
353,5952,3.0,1111490758
213,110,2.5,1462640515
220,34,4.0,970498215
30,588,5.0,945276393
268,586,5.0,1314894395
407,2571,5.0,962646503
23,344,2.0,1148668961
665,318,5.0,995233192
580,2858,4.5,1155485102
195,260,5.0,975416496
268,1036,5.0,1314894352
505,924,3.0,1340405021
306,1580,4.0,939715948
607,1089,4.5,1118247427
128,5952,5.0,1049689958
463,3793,4.0,1050439251
407,778,5.0,962646804
105,367,3.5,1101130637
15,356,1.0,1058250631
56,1,4.0,1467004817
56,1732,4.0,1470350964
23,1036,3.0,1148668956
95,2858,5.0,1018815528
439,2858,3.0,1041113227
105,457,3.5,1100529745
615,1136,4.5,1408778643
509,4306,4.0,1037842704
598,5952,4.5,1058140738
561,1580,3.0,1172695262
165,344,4.0,1111482800
587,1206,4.0,1111102635
407,6539,4.5,1079737267
452,608,5.0,976423675
312,527,5.0,959933086
212,1089,4.0,1218399762
580,1213,3.5,1165899864
468,4973,3.0,1296190577
187,2762,5.0,1228072467
481,858,5.0,1437000986
232,357,5.0,955090612
547,608,5.0,974778259
457,778,4.0,1471384462
605,165,3.0,980176703
346,110,2.0,1044651821
463,589,4.0,1049912983
463,356,3.0,1049924031
388,1198,5.0,946520553
23,2959,3.5,1148778865
654,260,5.0,1145390107
654,539,4.0,1145391880
17,1193,4.5,1127469556
134,58559,2.5,1361245099
665,1206,3.0,999571975
468,2028,3.0,1296195573
514,780,3.0,853892832
242,590,5.0,956688281
292,4963,4.5,1140050181
19,34,4.0,855191622
346,1197,5.0,1044648688
514,47,4.0,853893935
30,2918,5.0,945115548
311,592,2.0,897489339
111,589,4.5,1097429719
509,736,2.0,940013315
312,39,5.0,959933924
130,1198,4.0,1138985706
587,2858,4.5,1112206831
461,357,2.0,1091958511
430,595,3.5,1172908778
577,316,3.5,1111475236
514,367,3.0,854116263
534,590,5.0,973376433
165,165,5.0,1111612298
128,736,5.0,1049683266
312,2571,4.0,959931277
547,153,2.0,1076809491
95,480,4.0,1016316990
596,364,3.0,1139307601
78,356,5.0,1274050745
15,1,2.0,997938310
313,2997,2.0,1105354870
452,6539,4.0,1151811049
294,5349,4.0,1054068300
220,296,5.0,970595346
452,47,2.5,1151810489
353,1214,3.0,1157420817
243,260,5.0,1094223802
624,1270,5.0,1019127202
423,858,4.5,1353690685
654,1136,5.0,1145390196
78,318,5.0,1274050752
313,364,5.0,1101033255
564,778,4.0,974711893
95,457,4.0,1016317171
529,1193,2.0,959964346
313,3114,4.0,1105355075
56,1265,5.0,1467004858
439,3793,1.0,1041114301
105,1210,3.0,1101130530
596,1089,4.0,1138659499
564,500,5.0,974716189
15,296,5.0,997938771
561,2716,4.5,1172696903
460,4993,3.5,1072836526
430,780,2.5,1172908200
15,1580,4.0,997939179
608,47,5.0,939362390
664,293,4.5,1343731921
358,1136,4.0,957480017
384,1923,4.5,1153158170
311,5349,4.0,1076968885
73,4993,5.0,1306826438
514,778,5.0,853893691
134,586,2.5,1361245768
355,2997,4.0,1130105760
468,1073,3.5,1296195616
358,1213,5.0,957534432
457,344,2.5,1471386254
577,1198,5.0,1111475263
596,367,3.0,1138729370
607,2762,4.0,1113405527
77,733,3.0,1163253027
130,780,1.5,1138998179
608,2959,5.0,958824170
380,1270,3.0,949367239
262,586,4.0,1434024930
457,153,2.0,1471385581
262,1580,2.0,1433900994
427,2959,4.0,958331913
220,357,4.0,970500047
119,1923,5.0,928442267
547,2396,3.0,974778291
119,2997,5.0,960938945
654,4886,5.0,1145390136
285,1097,4.0,965088482
30,1073,3.0,945295466
423,153,2.0,1354570794
242,1580,5.0,956684301
615,1291,4.0,1425505057
654,480,4.5,1145391789
423,165,2.5,1353700439
346,1097,2.0,1044650881
176,480,2.5,1340915680
157,1923,2.0,1294526056
119,318,4.0,913047258
353,1721,1.5,1112268246
608,1200,5.0,939462104
213,32,1.5,1462640571
292,4886,4.5,1140049518
247,586,4.0,953362377
157,50,4.0,1323549288
439,2028,2.0,1041113391
48,1732,3.5,1318725610
111,1923,3.5,1097429320
468,924,4.5,1296189688
624,3114,5.0,1019126661
457,457,3.0,1471384712
481,2762,4.5,1437001019
577,1721,3.5,1111475437
17,858,5.0,1127469000
505,1196,4.0,1340405157
128,2762,5.0,1049683132
529,32,4.0,959965822
547,1214,3.5,1053172823
452,780,4.0,976426314
176,1196,4.5,1340714717
509,47,4.0,940016006
102,1270,3.0,958248668
574,364,3.5,1232811355
165,1097,4.0,1111482860
313,47,4.0,1105354631
292,588,4.0,1140049852
134,541,5.0,1361245289
624,608,4.0,1059899864
607,153,3.0,1113319747
242,480,5.0,956684268
77,165,2.5,1163082488
580,367,2.5,1155484801
78,1214,3.5,1274050904
648,480,2.0,1138477701
575,1580,1.0,1012596248
19,457,4.0,855192385
561,2959,4.5,1172695028
575,4993,5.0,1012597606
77,2716,4.0,1163253120
430,2959,5.0,1111488748
95,2628,5.0,1016316859
243,2997,4.0,1094224110
596,500,3.5,1138705133
77,1073,4.0,1163079436
472,2997,4.0,945502818
407,2028,4.0,962646314
380,2918,5.0,994729207
187,318,5.0,1228072636
598,50,5.0,1008572131
134,153,3.0,1361246182
15,1206,5.0,997938438
134,6539,3.0,1361244837
577,5349,4.5,1111476691
472,1036,3.0,939691713
452,736,3.0,976424318
176,1291,3.0,1340720595
402,1196,4.5,1443393714
430,593,4.0,1111489761
580,541,4.0,1155616398
247,110,5.0,953101834
165,648,3.5,1111482809
355,253,4.5,1130106831
358,2858,4.0,957479938
176,1580,2.5,1340720372
615,6377,4.5,1425504757
648,5952,1.5,1138477693
561,4963,5.0,1172735102
213,1197,3.5,1462637559
311,4963,5.0,1076968950
312,10,1.0,959931688
577,6539,5.0,1111476327
431,1240,4.5,1165546482
514,1193,5.0,853893811
23,293,4.0,1148672319
439,541,3.0,1041114267
654,1196,5.0,1145390096
355,3578,4.0,1130103980
514,34,4.0,853894009
480,1036,5.0,1272666561
585,480,3.0,975361581
23,590,2.5,1148728787
313,1732,3.0,1101033021
468,8961,3.5,1296196141
518,858,3.0,945369539
664,3578,5.0,1343746722
664,296,5.0,1343731800
664,780,3.5,1343827507
353,6539,3.5,1140388931
176,364,3.0,1341048908
346,608,1.0,1159128938
423,1732,5.0,1353703115
353,593,3.5,1140388882
509,293,3.0,939341426
213,457,4.0,1462637705
313,2762,3.5,1101033184
134,500,4.0,1361245714
587,150,4.5,1111347514
574,1097,4.0,1232811619
577,1,5.0,1111475159
130,2396,2.5,1138998912
384,1210,4.5,1153325343
605,1270,4.0,980175048
423,7153,3.5,1353690515
294,2918,3.5,1062536582
509,2396,5.0,939327531
56,527,4.0,1467002940
405,1196,4.0,1097769097
187,3793,3.0,1230417193
306,150,4.0,939721148
119,736,2.0,913232716
17,293,4.0,1127469604
587,2997,4.0,1111348935
452,6377,4.0,1133734908
212,8961,3.5,1218405340
468,780,2.0,1296195532
481,2959,4.5,1437001018
232,356,3.0,955085994
220,590,4.0,970594948
575,1196,4.0,1012597606
243,1196,5.0,1094220871
537,1136,5.0,879506811
480,500,4.0,1339284652
509,1732,5.0,939329345
247,592,4.0,953189022
312,858,4.0,959932443
355,2571,5.0,1130104439
30,344,2.0,994458003
481,293,5.0,1437001979
402,1682,4.0,1443395139
607,32,3.5,1113319713
463,1073,4.0,1049913808
268,6539,5.0,1314894737
463,597,2.0,1049912458
165,2716,3.5,1111981451
199,608,3.5,1398939437
285,1,4.0,965091874
311,2571,4.0,930667693
587,1089,4.0,1111102626
468,150,3.0,1296191153
23,1240,3.5,1148730410
213,1198,3.0,1462633905
77,380,2.5,1163013344
544,5952,4.0,1442496145
150,3578,4.5,1113907076
624,231,3.0,1019128257
134,6377,3.0,1361244810
187,1732,5.0,1230361502
306,733,4.0,939716017
480,1097,4.0,1339456465
480,4306,5.0,1272666918
134,316,4.5,1361245717
294,589,3.0,1054068393
547,4993,2.5,1053173397
480,318,5.0,1272667015
452,1617,5.0,976423582
130,2997,3.0,1138998089
575,588,4.0,1012594819
596,480,4.0,1138658585
292,2762,4.5,1140051137
23,2716,3.0,1166036066
220,1732,4.0,970500624
165,588,4.0,1111480626
431,2762,5.0,1165546361
461,4963,3.0,1091959276
353,1036,4.0,1157420800
605,586,4.0,980195004
19,1197,3.0,855191701
384,2028,3.0,1153763616
574,1089,4.5,1232914545
119,780,3.0,913050553
514,1136,4.0,853893859
77,6377,0.5,1163004453
457,10,2.0,1471385100
292,47,4.5,1140050095
88,1704,5.0,1239758442
587,6539,3.5,1111423743
452,318,5.0,976419528
212,3578,5.0,1218403880
294,1682,4.0,1082753069
73,924,1.5,1255501638
574,586,3.0,1232914930
311,1617,4.5,1062014342
514,344,3.0,854116539
311,1214,2.0,1076968742
561,4993,5.0,1172736311
452,1089,2.0,976423641
468,539,3.0,1296195834
88,2396,4.5,1239764344
30,1721,4.0,945277460
423,5952,3.0,1354033768
518,344,4.0,945365209
23,1206,4.5,1148669820
598,924,4.0,1008572325
654,924,4.0,1145391999
608,1923,3.0,939461932
505,608,3.0,1340409105
382,260,3.5,1371780922
77,587,2.5,1163252886
88,4993,4.0,1239756824
463,1089,4.0,1049922382
311,480,4.5,1062015991
388,1923,5.0,946523232
119,2028,5.0,945993179
165,1265,4.0,1111482033
195,1210,5.0,975415188
294,590,3.0,1071697243
105,2396,3.0,1100533577
388,5952,4.5,1072682165
105,7153,5.0,1086272392
577,1036,5.0,1111477126
150,165,3.5,1113907638
596,50,4.5,1138659441
150,4226,2.0,1113907418
78,1213,4.5,1274050993
598,1704,4.0,1008571627
19,1073,4.0,855190128
195,736,2.0,975419080
564,1291,4.0,974838725
130,6539,4.5,1138985554
468,648,3.0,1296195559
15,344,2.0,1093028220
176,2628,4.0,1340914514
564,1193,5.0,974710779
547,32,4.0,981314489
292,150,4.0,1140050126
306,377,4.0,939715755
460,1198,5.0,1072836595
77,1198,4.0,1163082497
247,593,5.0,953189523
472,2028,3.0,944061874
480,1240,4.5,1339285265
575,541,4.0,1018059066
213,1136,1.0,1462640574
574,539,3.0,1232811376
574,3114,3.5,1232914696
461,597,4.5,1091958472
165,2628,2.5,1111482668
311,2028,5.0,930668230
537,1196,5.0,879502641
268,3114,4.0,1314894724
547,595,3.5,1230811517
382,595,4.0,1371777868
388,2997,5.0,946509004
529,780,1.0,960265345
607,2918,3.5,1144790916
232,1214,5.0,955086726
624,587,3.0,1019127900
15,1097,4.0,997938466
239,1265,4.0,991858039
547,590,3.0,1022958550
405,4993,4.5,1061359966
407,1097,4.0,962645690
461,8961,4.5,1130133852
481,1136,3.0,1437106074
460,357,5.0,1072839259
509,1200,4.0,940016906
119,541,4.0,952580959
480,47,4.0,1272670017
561,527,4.0,1172734820
355,2028,4.5,1130104473
311,3578,3.5,1076968128
457,608,5.0,1471383410
405,1197,4.0,1097769107
262,5952,3.0,1433899030
475,2716,4.0,1447329646
292,1196,4.5,1161558036
624,7153,4.5,1074121330
472,2396,2.0,939048793
461,1240,4.0,1091958562
195,1193,4.0,977725295
134,4993,3.0,1361245076
212,4973,3.5,1218399180
105,10,3.5,1101130624
213,541,2.0,1462634127
212,589,3.0,1218405143
607,296,5.0,1148586998
23,2571,4.0,1149868185
544,2716,4.5,1435786393
268,3578,5.0,1314894287
239,380,4.0,991860692
358,380,2.0,957479575
56,2716,2.0,1470351096
23,924,3.5,1148729982
648,1721,1.0,1138477862
292,1721,4.5,1140051202
111,367,2.0,1097432326
23,5952,4.0,1148670412
648,293,4.5,1138487533
157,736,2.5,1291598746
355,2959,5.0,1130104483
292,1073,4.5,1140049797
439,260,2.0,1041114200
518,318,5.0,945444158
48,648,3.5,1322169653
624,8961,4.5,1148466855
150,1682,3.0,1113907620
19,1193,4.0,855191478
73,6377,4.0,1255584888
30,590,5.0,945115727
130,34,3.0,1138999264
514,587,3.0,853896566
430,608,4.0,1172908124
574,1270,4.5,1232914533
480,150,4.5,1339456571
514,457,4.0,853894569
294,1197,5.0,1047070314
575,318,4.0,1012598899
73,356,5.0,1255844449
19,260,4.0,855190199
56,356,4.0,1467002971
213,150,1.5,1462640603
157,6377,3.5,1291598862
15,527,4.0,997937239
561,2028,3.5,1172696746
199,4993,4.0,1309696113
475,2959,5.0,1446908095
353,1240,3.0,1162168846
475,1036,5.0,1447329757
472,356,4.0,939071839
285,593,4.0,965090397
312,32,2.0,959939065
564,1682,3.0,974712184
580,1136,4.0,1155616657
311,2628,2.5,1062014591
564,457,4.0,974713196
15,2959,5.0,997938894
17,2918,3.0,1127469690
311,2762,4.0,1076968716
468,1291,3.0,1296195832
480,593,4.5,1272666729
239,588,5.0,991858143
111,4973,5.0,1098374097
111,1136,4.0,1097430860
624,1221,5.0,1019124147
380,6539,3.5,1058381284
388,1704,4.0,946527193
268,593,5.0,1314894039
384,592,4.0,1153157930
243,593,5.0,1094222392
232,1073,3.0,955088187
268,364,5.0,1314894166
608,1193,5.0,939360997
585,1196,3.0,975365404
268,165,3.5,1314894169
518,1073,5.0,945362431
262,231,2.5,1433900989
111,541,3.5,1097430881
212,153,2.5,1218404711
262,367,2.0,1434332133
529,1221,2.0,960052558
78,2628,5.0,1274050865
472,4993,3.0,1010439727
480,595,3.5,1339456458
119,2628,3.0,952583509
17,4306,3.5,1127471221
77,593,3.0,1163013328
388,3578,4.0,997649625
472,2918,5.0,944061874
509,778,4.0,939340179
165,50,2.0,1111482816
358,1291,3.0,957481769
468,1214,3.5,1296190431
243,153,2.0,1094223550
17,1923,3.0,1127469612
460,1200,3.5,1072836778
587,5349,2.5,1111796407
294,541,3.5,1082752967
353,34,0.5,1112269498
544,2028,4.5,1435785950
195,1198,3.0,975416836
19,586,3.0,855194743
232,110,5.0,955086825
505,2571,3.0,1340409838
285,253,5.0,965089489
664,480,3.5,1343747011
529,2918,2.0,959966090
461,231,3.0,1090908009
514,296,5.0,853893691
88,5349,3.0,1239764714
388,1240,4.0,946520592
111,539,3.0,1097432336
23,1089,3.5,1148671525
654,2628,3.5,1145391930
505,1036,3.5,1340408872
439,1214,4.0,1041114242
407,7153,4.5,1108662582
134,1097,4.0,1361245730
608,32,4.0,939461122
452,4973,5.0,1044681084
475,2762,3.5,1447255296
431,1682,4.0,1165546613
460,2716,5.0,1072836924
232,367,5.0,955089484
247,260,5.0,953101887
176,296,4.0,1368312442
388,1213,5.0,946522591
564,648,2.0,974839071
380,293,4.0,1048092878
547,50,4.0,981314122
472,32,3.0,939049777
615,58559,4.5,1408778535
587,2959,2.5,1111370861
561,356,3.5,1172696276
15,1193,5.0,997938760
472,4963,3.0,1010439856
128,480,5.0,1049684614
624,4226,4.0,1026978102
292,2959,5.0,1140051244
199,7153,3.5,1309720217
384,2858,4.0,1153158278
574,50,5.0,1232810368
654,1036,4.5,1145390162
355,58559,5.0,1231028576
664,1036,4.0,1343746671
294,1580,4.5,1055278537
111,733,3.5,1097432312
119,3114,4.0,989622248
268,367,2.0,1314894213
15,500,3.0,1035258747
